Column1,Category,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Active substance,Product number,Patient safety,Authorisation status,ATC code,Additional monitoring,Generic,Conditional approval,Exceptional circumstances,Accelerated assessment,Orphan medicine,Marketing authorisation date,Date of refusal of marketing authorisation,Marketing authorisation holder/company name,Human pharmacotherapeutic group,Date of opinion,Decision date,Revision number,Condition / indication,First published,Revision date,URL,InChI_Keys,PDF_URL
57,Human,Riltrava Aerosphere,"Pulmonary Disease, Chronic Obstructive","formoterol fumarate dihydrate, glycopyrronium, budesonide","['BUDESONIDE', 'FORMOTEROL FUMARATE DIHYDRATE', 'GLYCOPYRRONIUM BROMIDE']",EMEA/H/C/005311,no,Authorised,R03AL11,no,no,no,no,no,no,06/01/2022,,AstraZeneca AB,"Drugs for obstructive airway diseases, ",11/11/2021,23/11/2023,3,Riltrava Aerosphere is indicated as a maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting beta2 agonist or combination of a long-acting beta2 agonist and a long-acting muscarinic antagonist (for effects on symptoms control and prevention of exacerbations see section 5.1).,10/11/2021,28/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/riltrava-aerosphere,"[nan, 'RATSWNOMCHFQGJ-AYJOUMQSSA-N', 'VPNYRYCIDCJBOM-QQTWVUFVSA-M']",https://www.ema.europa.eu/en/documents/product-information/riltrava-aerosphere-epar-product-information_en.pdf
58,Human,Pirfenidone Viatris,Idiopathic Pulmonary Fibrosis;  Lung Diseases;  Respiratory Tract Diseases,pirfenidone,['PIRFENIDONE'],EMEA/H/C/005862,no,Authorised,L04AX05,no,yes,no,no,no,no,10/01/2023,,Viatris Limited,Immunosuppressants,10/11/2022,20/11/2023,1,Pirfenidone Viatris is indicated in adults for the treatment of mild to moderate idiopathic pulmonary fibrosis (IPF).,04/11/2022,28/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/pirfenidone-viatris,['ISWRGOKTTBVCFA-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/pirfenidone-viatris-epar-product-information_en.pdf
61,Human,Pravafenix,Dyslipidemias,"fenofibrate, pravastatin","['FENOFIBRATE', 'PRAVASTATIN']",EMEA/H/C/001243,no,Authorised,C10BA03,no,no,no,no,no,no,14/04/2011,,Laboratoires SMB S.A.,Lipid modifying agents,,27/11/2023,8,Pravafenix is indicated for the treatment of high-coronary-heart-disease (CHD)-risk adult patients with mixed dyslipidaemia characterised by high triglycerides and low HDL-cholesterol (C) levels whose LDL-C levels are adequately controlled while on a treatment with pravastatin-40-mg monotherapy.,14/01/2016,28/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/pravafenix,"['YMTINGFKWWXKFG-UHFFFAOYSA-N', 'TUZYXOIXSAXUGO-PZAWKZKUSA-N']",https://www.ema.europa.eu/en/documents/product-information/pravafenix-epar-product-information_en.pdf
63,Human,Orserdu,Breast Neoplasms,elacestrant,['ELACESTRANT'],EMEA/H/C/005898,no,Authorised,L02BA,yes,no,no,no,no,no,15/09/2023,,Stemline Therapeutics B.V.,Endocrine therapy,20/07/2023,,,"Orserdu monotherapy is indicated for the treatment of postmenopausal women, and men, with estrogen receptor (ER) positive, HER2-negative, locally advanced or metastatic breast cancer with an activating ESR1 mutation who have disease progression following at least one line of endocrine therapy including a CDK 4/6 inhibitor.",18/07/2023,27/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/orserdu,['SIFNOOUKXBRGGB-AREMUKBSSA-N'],https://www.ema.europa.eu/en/documents/product-information/orserdu-epar-product-information_en.pdf
64,Human,Triumeq,HIV Infections,abacavir sulfate / dolutegravir sodium / lamivudine,"['DOLUTEGRAVIR SODIUM', 'LAMIVUDINE', 'ABACAVIR (AS SULFATE)']",EMEA/H/C/002754,no,Authorised,J05AR13,no,no,no,no,no,no,31/08/2014,,ViiV Healthcare B.V.,Antivirals for systemic use,26/06/2014,15/11/2023,32,"Triumeq is indicated for the treatment of Human Immunodeficiency Virus (HIV) infected adults,  adolescents and children  weighing at least 25 kg who are antiretroviral treatment-naïve or are infected with HIV without documented or clinically suspected resistance to any of the three antiretroviral agents in Triumeq.",12/07/2018,27/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/triumeq,"['UGWJRRXTMKRYNK-VSLILLSYSA-M', 'JTEGQNOMFQHVDC-NKWVEPMBSA-N', 'not found']",https://www.ema.europa.eu/en/documents/product-information/triumeq-epar-product-information_en.pdf
67,Human,Kivexa,HIV Infections,"abacavir, lamivudine","['ABACAVIR', 'LAMIVUDINE']",EMEA/H/C/000581,no,Authorised,J05AR02,no,no,no,no,no,no,16/12/2004,,ViiV Healthcare BV,"Antivirals for treatment of HIV infections, combinations, Antivirals for systemic use",,15/11/2023,37,"Kivexa is indicated in antiretroviral combination therapy for the treatment of Human Immunodeficiency Virus (HIV) infection in adults, adolescents and children weighing at least 25 kg.Before initiating treatment with abacavir, screening for carriage of the HLA-B*5701 allele should be performed in any HIV-infected patient, irrespective of racial origin. Abacavir should not be used in patients known to carry the HLA-B*5701 allele.",25/01/2018,27/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/kivexa,"['MCGSCOLBFJQGHM-SCZZXKLOSA-N', 'JTEGQNOMFQHVDC-NKWVEPMBSA-N']",https://www.ema.europa.eu/en/documents/product-information/kivexa-epar-product-information_en.pdf
69,Human,Tasigna,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",nilotinib,['NILOTINIB'],EMEA/H/C/000798,no,Authorised,L01EA03,no,no,no,no,no,no,19/11/2007,,Novartis Europharm Limited,Antineoplastic agents,,24/11/2023,45,"Tasigna is indicated for the treatment of:adult and paediatric patients with newly diagnosed Philadelphia chromosome positive chronic myelogenous leukaemia (CML) in the chronic phase,paediatric patients with Philadelphia chromosome positive CML in chronic phase with resistance or intolerance to prior therapy including imatinib.Tasigna is indicated for the treatment of:adult and paediatric patients with newly diagnosed Philadelphia chromosome positive chronic myelogenous leukaemia (CML) in the chronic phase,adult patients with chronic phase and accelerated phase Philadelphia chromosome positive CML with resistance or intolerance to prior therapy including imatinib. Efficacy data in patients with CML in blast crisis are not available,paediatric patients with chronic phase Philadelphia chromosome positive CML with resistance or intolerance to prior therapy including imatinib.",15/11/2017,27/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/tasigna,['HHZIURLSWUIHRB-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/tasigna-epar-product-information_en.pdf
73,Human,Emtricitabine/Tenofovir disoproxil Zentiva,HIV Infections,"emtricitabine, tenofovir disoproxil","['EMTRICITABINE', 'TENOFOVIR DISOPROXIL PHOSPHATE']",EMEA/H/C/004137,no,Authorised,J05AR03,no,yes,no,no,no,no,09/11/2016,,Zentiva k.s.,Antivirals for systemic use,15/09/2016,23/05/2023,8,"Treatment of HIV-1 infectionEmtricitabine/Tenofovir disoproxil Zentiva is indicated in antiretroviral combination therapy for the treatment of HIV-1 infected adults.Emtricitabine/Tenofovir disoproxil Zentiva is also indicated for the treatment of HIV-1 infected adolescents, with NRTI resistance or toxicities precluding the use of first line agents.Pre-exposure prophylaxis (PrEP)Emtricitabine/Tenofovir disoproxil Zentiva is indicated in combination with safer sex practices for pre-exposure prophylaxis to reduce the risk of sexually acquired HIV-1 infection in adults and adolescents at high risk.",13/10/2017,24/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/emtricitabine-tenofovir-disoproxil-zentiva,"['XQSPYNMVSIKCOC-NTSWFWBYSA-N', 'DJCLNKKHALBVLK-PFEQFJNWSA-N']",https://www.ema.europa.eu/en/documents/product-information/emtricitabinetenofovir-disoproxil-zentiva-epar-product-information_en.pdf
74,Human,Pradaxa,"Arthroplasty, Replacement;  Venous Thromboembolism",dabigatran etexilate,['DABIGATRAN ETEXILATE MESILATE'],EMEA/H/C/000829,no,Authorised,B01AE07,no,no,no,no,no,no,17/03/2008,,Boehringer Ingelheim International GmbH,Antithrombotic agents,,20/11/2023,40,"Pradaxa 75 mgPrimary prevention of venous thromboembolic events in adult patients who have undergone elective total hip replacement surgery or total knee replacement surgery.Pradaxa 110 mgPrimary prevention of venous thromboembolic events in adult patients who have undergone elective total hip replacement surgery or total knee replacement surgery.Prevention of stroke and systemic embolism in adult patients with non-valvular atrial fibrillation (NVAF), with one or more risk factors, such as prior stroke or transient ischemic attack (TIA); age ? 75 years; heart failure (NYHA Class ? II); diabetes mellitus; hypertension.Treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE), and prevention of recurrent DVT and PE in adults.Pradaxa 150 mgPrevention of stroke and systemic embolism in adult patients with non-valvular atrial fibrillation (NVAF), with one or more risk factors, such as prior stroke or transient ischemic attack (TIA); age ? 75 years; heart failure (NYHA Class ? II); diabetes mellitus; hypertension.Treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE), and prevention of recurrent DVT and PE in adults.",07/06/2018,24/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/pradaxa,['XETBXHPXHHOLOE-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/pradaxa-epar-product-information_en.pdf
79,Human,Carmustine medac (previously Carmustine Obvius),"Hodgkin Disease;  Lymphoma, Non-Hodgkin",carmustine,['CARMUSTINE'],EMEA/H/C/004326,no,Authorised,L01AD01,no,yes,no,no,no,no,18/07/2018,,medac Gesellschaft für klinische Spezialpräparate mbH,Antineoplastic agents,26/04/2018,15/11/2023,9,"Carmustine is indicated n adults in the following malignant neoplasms as a single agent or in combination with other antineoplastic agents and/or other therapeutic measures (radiotherapy, surgery):, , , 	Brain tumours (glioblastoma, brain-stem gliomas, medulloblastoma, astrocytoma and ependymoma), brain metastases, 	Secondary therapy in non-Hodgkin’s lymphoma and Hodgkin’s disease, 	as conditioning treatment prior to autologous haematopoietic progenitor cell transplantation (HPCT) in malignant haematological diseases (Hodgkin’s disease / Non-hodgkin’s lymphoma)., , ",19/07/2018,24/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/carmustine-medac-previously-carmustine-obvius,['DLGOEMSEDOSKAD-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/carmustine-medac-previously-carmustine-obvius-epar-product-information_en.pdf
80,Human,Symkevi,Cystic Fibrosis,"tezacaftor, ivacaftor","['TEZACAFTOR', 'IVACAFTOR']",EMEA/H/C/004682,no,Authorised,R07AX31,no,no,no,no,no,yes,31/10/2018,,Vertex Pharmaceuticals (Ireland) Limited,Other respiratory system products,27/06/2018,23/08/2023,12,"Symkevi is indicated in a combination regimen with ivacaftor tablets for the treatment of patients with cystic fibrosis (CF) aged 6 years and older who are homozygous for the F508del mutation or who are heterozygous for the F508del mutation and have one of the following mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene: P67L, R117C, L206W, R352Q, A455E, D579G, 711+3A?G, S945L, S977F, R1070W, D1152H, 2789+5G?A, 3272 26A?G, and 3849+10kbC?T.",22/11/2018,24/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/symkevi,"['MJUVRTYWUMPBTR-MRXNPFEDSA-N', 'PURKAOJPTOLRMP-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/symkevi-epar-product-information_en.pdf
85,Human,Pregabalin Sandoz,Anxiety Disorders;  Neuralgia;  Epilepsy,pregabalin,['PREGABALIN'],EMEA/H/C/004010,no,Authorised,N03AX16,no,yes,no,no,no,no,19/06/2015,,Sandoz GmbH,"Antiepileptics, ",23/04/2015,16/11/2023,17,Neuropathic painPregabalin Sandoz is indicated for the treatment of peripheral and central neuropathic pain in adults.EpilepsyPregabalin Sandoz is indicated as adjunctive therapy in adults with partial seizures with or without secondary generalisation.Generalised Anxiety DisorderPregabalin Sandoz is indicated for the treatment of Generalised Anxiety Disorder (GAD) in adults.,05/02/2018,22/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/pregabalin-sandoz,['AYXYPKUFHZROOJ-ZETCQYMHSA-N'],https://www.ema.europa.eu/en/documents/product-information/pregabalin-sandoz-epar-product-information_en.pdf
87,Human,Zynrelef,"Pain, Postoperative","bupivacaine, meloxicam","['BUPIVACAINE', 'MELOXICAM']",EMEA/H/C/005205,no,Withdrawn,N01B,no,no,no,no,no,no,24/09/2020,,"Heron Therapeutics, B.V.",Anesthetics,23/07/2020,05/10/2023,3,Zynrelef is indicated for treatment of somatic postoperative pain from small- to medium-sized surgical wounds in adults (see section 5.1).,06/10/2020,22/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/zynrelef,"['LEBVLXFERQHONN-UHFFFAOYSA-N', 'ZRVUJXDFFKFLMG-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/zynrelef-epar-product-information_en.pdf
88,Human,Aqumeldi,Heart Failure,Enalapril maleate,['ENALAPRIL (MALEATE)'],EMEA/H/C/005731,no,Authorised,C09AA02,no,no,no,no,no,no,15/11/2023,,Proveca Pharma Limited,Agents acting on the renin-angiotensin system,14/09/2023,,,Treatment of heart failure.,22/05/2023,22/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/aqumeldi,['not found'],https://www.ema.europa.eu/en/documents/product-information/aqumeldi-epar-product-information_en.pdf
90,Human,Gavreto,"Carcinoma, Non-Small-Cell Lung",pralsetinib,['PRALSETINIB'],EMEA/H/C/005413,no,Authorised,L01XE,yes,no,yes,no,no,no,18/11/2021,,Roche Registration GmbH ,Antineoplastic agents,16/09/2021,20/07/2023,6,Gavreto is indicated as monotherapy for the treatment of adult patients with rearranged during transfection (RET) fusion-positive advanced non-small cell lung cancer (NSCLC) not previously treated with a RET inhibitor.,14/09/2021,21/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/gavreto,['GBLBJPZSROAGMF-BATDWUPUSA-N'],https://www.ema.europa.eu/en/documents/product-information/gavreto-epar-product-information_en.pdf
93,Human,Prometax,Alzheimer Disease;  Parkinson Disease;  Dementia,rivastigmine,['RIVASTIGMINE'],EMEA/H/C/000255,no,Authorised,N06DA03,no,no,no,no,no,no,03/12/1998,,Novartis Europharm Limited,"Psychoanaleptics, ",16/09/1998,21/11/2023,46,Symptomatic treatment of mild to moderately severe Alzheimer's dementia.Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease.,08/05/2018,21/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/prometax,['XSVMFMHYUFZWBK-NSHDSACASA-N'],https://www.ema.europa.eu/en/documents/product-information/prometax-epar-product-information_en.pdf
94,Human,Fetcroja,Gram-Negative Bacterial Infections,cefiderocol,['CEFIDEROCOL SULFATE TOSILATE'],EMEA/H/C/004829,no,Authorised,J01D,yes,no,no,no,no,no,23/04/2020,,Shionogi B.V.,"Antibacterials for systemic use, ",,21/11/2023,7,"Fetcroja is indicated for the treatment of infections   due to aerobic Gram-negative organisms in adults with limited treatment options (see sections 4.2, 4.4 and 5.1).Consideration should be given to official guidance on the appropriate use of antibacterial agents.",29/04/2020,21/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/fetcroja,['LTUONTFKVOUYHB-SDAZKDLGSA-N'],https://www.ema.europa.eu/en/documents/product-information/fetcroja-epar-product-information_en.pdf
96,Human,Olumiant,"Arthritis, Rheumatoid",baricitinib,['BARICITINIB'],EMEA/H/C/004085,yes,Authorised,L04AA37,no,no,no,no,no,no,13/02/2017,,Eli Lilly Nederland B.V.,Immunosuppressants,14/12/2016,18/10/2023,17,"Rheumatoid arthritisBaricitinib is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more disease modifying anti rheumatic drugs (DMARDs). Olumiant may be used as monotherapy or in combination with methotrexate.Atopic DermatitisOlumiant is indicated for the treatment of moderate to severe atopic dermatitis in adult and paediatric patients 2 years of age and older who are candidates for systemic therapy.Alopecia areataBaricitinib is indicated for the treatment of severe alopecia areata in adult patients (see section 5.1).Juvenile idiopathic arthritisBaricitinib is indicated for the treatment of active juvenile idiopathic arthritis in patients 2 years of age and older who have had an inadequate response or intolerance to one or more prior conventional synthetic or biologic DMARDs:- Polyarticular juvenile idiopathic arthritis (polyarticular rheumatoid factor positive [RF+] or negative [RF-], extended oligoarticular),- Enthesitis related arthritis, and- Juvenile psoriatic arthritis.Baricitinib may be used as monotherapy or in combination with methotrexate.",25/01/2018,21/11/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/olumiant,['XUZMWHLSFXCVMG-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/olumiant-epar-product-information_en.pdf
