d,Cleaned Excipients,Indices,Excipients_Controlled
122,"['TABLET CORE', 'XYLITOL', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'GLYCEROL DIBEHENATE', 'TALC', 'FILM-COATING', 'POLY(VINYL ALCOHOL)', 'TITANIUM DIOXIDE (E171)', 'MACROGOL (3350)', 'TALC', 'SOYA LECITHIN', 'INDIGO CARMINE ALUMINIUM LAKE (E132)']","[174, 1254, 2442, 154, 1308, 1520, 941, 2402, 2179, 20, 2758, 941, 557, 1786]","[nan, 'XYLITOL', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'GLYCEROL DIBEHENATE', 'TALC', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'LECITHIN', 'INDIGO CARMINE']"
239,"['TABLET CORE', 'PREGELATINIZED STARCH', 'CROSCARMELLOSE SODIUM', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STEARYL FUMARATE', 'STEARIC ACID', 'FILM COATING', 'HYPROMELLOSE 5 CP', 'TITANUM DIOXIDE (E171)', 'MACROGOL', 'INDIGO CARMINE ALUMINIUM LAKE (E132)']","[174, 1747, 399, 2442, 154, 1217, 1399, 2100, 434, 1819, 761, 1786]","[nan, 'PREGELATINISED STARCH', 'CROSCARMELLOSE SODIUM', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STEARYL FUMARATE', 'STEARIC ACID', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'INDIGO CARMINE']"
474,"['TABLET CORE:', 'CELLULOSE', 'MICROCRYSTALLINE', 'CROSPOVIDONE', 'POVIDONE', 'MAGNESIUM STEARATE', 'SILICA', 'COLLOIDAL ANHYDROUS', 'POLOXAMER', 'COATING MATERIAL:', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'MACROGOL (4000)', 'TALC', 'INDIGO CARMINE ALUMINIUM LAKE (E132)']","[2446, 1346, 2346, 839, 598, 834, 987, 1828, 2614, 1371, 1308, 20, 178, 941, 1786]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSPOVIDONE', 'POVIDONE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'POLOXAMER', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'INDIGO CARMINE']"
1027,"['TABLET CORE', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE (E460(I))', 'CROSCARMELLOSE SODIUM (E468)', 'MAGNESIUM STEARATE (E470B)', 'FILM-COATING', 'POLYVINYL ALCOHOL (E1203)', 'TITANIUM DIOXIDE (E171)', 'MACROGOL (E1521)', 'TALC (E553B)', 'IRON OXIDE YELLOW (E172)']","[174, 2442, 1236, 792, 251, 2402, 1627, 20, 2730, 982, 1125]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE']"
1150,"['TABLET CORE:', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STARCH GLYCOLLATE (TYPE A)', 'MAGNESIUM STEARATE.', 'TABLET COATING:', 'OPADRY GREEN 03B11434 CONTAINING: HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'INDIGO', 'CARMINE ALUMINIUM LAKE', 'IRON OXIDE YELLOW.']","[2446, 154, 748, 378, 77, 2308, 656, 1489, 1662, 1290, 786]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STARCH GLYCOLATE', 'MAGNESIUM STEARATE', nan, 'OPADRY', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'INDIGO CARMINE', 'IRON OXIDE']"
1539,"['TABLET CORE:', 'MAIZE STARCH', 'POVIDONE (E1201)', 'CROSPOVIDONE (E1202)', 'TALC (E553B)', 'SILICA COLLOIDAL ANHYDROUS', 'MAGNESIUM STEARATE (E470B)', 'LACTOSE MONOHYDRATE', 'FILM-COATING:', 'TALC (E553B)', 'HYPROMELLOSE (E464)', 'TITANIUM DIOXIDE (E171)', 'MACROGOL 8000.']","[2446, 315, 2047, 2200, 982, 2627, 251, 2442, 2557, 982, 795, 20, 286]","[nan, 'MAIZE STARCH', 'POVIDONE', 'CROSPOVIDONE', 'TALC', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', 'LACTOSE MONOHYDRATE', nan, 'TALC', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL']"
1546,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE (E 460)', 'CROSPOVIDONE TYPE A (E 1202)', 'TALC (E 553B)', 'MAGNESIUM STEARATE', 'COLLOIDAL ANHYDROUS SILICA (E 551)', 'COATING', 'POLY(VINYL ALCOHOL) (E 1203)', 'TITANIUM DIOXIDE (E 171)', 'MACROGOL 3350 (E 1521)', 'TALC (E 553B)']","[174, 108, 2193, 328, 834, 2636, 2256, 1567, 1417, 1866, 328]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSPOVIDONE', 'TALC', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC']"
1617,"['TABLET CORE:', 'MAIZE STARCH', 'POVIDONE (E1201)', 'CROSPOVIDONE (E1202)', 'TALC (E553B)', 'SILICA COLLOIDAL ANHYDROUS', 'MAGNESIUM STEARATE (E470B)', 'LACTOSE MONOHYDRATE', 'FILM-COATING:', 'TALC (E553B)', 'HYPROMELLOSE (E464)', 'TITANIUM DIOXIDE (E171)', 'MACROGOL 8000.']","[2446, 315, 2047, 2200, 982, 2627, 251, 2442, 2557, 982, 795, 20, 286]","[nan, 'MAIZE STARCH', 'POVIDONE', 'CROSPOVIDONE', 'TALC', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', 'LACTOSE MONOHYDRATE', nan, 'TALC', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL']"
557,"['TABLET CORE:', 'LACTOSE', 'MICROCRYSTALLINE CELLULOSE (E460)', 'CROSCARMELLOSE SODIUM', 'SODIUM LAURILSULFATE', 'MAGNESIUM STEARATE (E470B)', 'FILM COAT:', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE (E464)', 'TITANIUM DIOXIDE (E171)', 'TRIACETIN', 'YELLOW IRON OXIDE (E172)', '26']","[2446, 1522, 967, 399, 2505, 251, 1040, 2442, 795, 20, 159, 2221, 887]","[nan, 'LACTOSE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'SODIUM LAURIL SULFATE', 'MAGNESIUM STEARATE', nan, 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', nan]"
1176,"['TABLET CORE', 'CELLULOSE', 'MICROCRYSTALLINE', 'SILICA', 'COLLOIDAL ANHYDROUS', 'POVIDONE', 'CROSPOVIDONE (TYPE A)', 'MAGNESIUM STEARATE', 'FILM-COAT', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'TRIACETIN', 'INDIGO CARMINE ALUMINIUM LAKE (E132)', 'IRON OXIDE YELLOW (E172)']","[174, 1346, 2346, 987, 1828, 598, 1246, 834, 2726, 1308, 20, 159, 1786, 1125]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'POVIDONE', 'CROSPOVIDONE', 'MAGNESIUM STEARATE', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'GLYCEROL TRIACETATE', 'INDIGO CARMINE', 'IRON OXIDE']"
1238,"['METHYL PARAHYDROXYBENZOATE (E218)', 'PROPYL PARAHYDROXYBENZOATE (E216)', 'SODIUM DIHYDROGEN PHOSPHATE', 'ANHYDROUS', 'DISODIUM PHOSPHATE', 'ANHYDROUS (E339)', 'SUCRALOSE (E955)', 'ARTIFICIAL STRAWBERRY FLAVOUR [CONTAINS SMALL AMOUNTS OF ETHANOL (ALCOHOL)]', 'PURIFIED WATER']","[283, 1128, 1418, 1962, 1881, 1362, 2210, 2724, 1045]","['METHYLPARAHYDROXYBENZOATE', 'PROPYL PARAHYDROXYBENZOATE', 'SODIUM DIHYDROGEN PHOSPHATE', nan, 'DISODIUM HYDROGEN PHOSPHATE', nan, 'SUCRALOSE', 'FLAVOUR', 'WATER']"
1381,"['TABLET CORE', 'COPOVIDONE (E1208)', 'MICROCRYSTALLINE CELLULOSE (E460)', 'CROSCARMELLOSE SODIUM (E468)', 'MAGNESIUM STEARATE (E470B)', '30', 'FILM-COATING', 'POLY(VINYL ALCOHOL) (E1203)', 'TITANIUM DIOXIDE (E171)', 'MACROGOL (E1521)', 'TALC (E553B)', 'IRON OXIDE RED (E172)']","[174, 852, 967, 792, 251, 381, 2402, 1400, 20, 2730, 982, 2584]","[nan, 'COPOVIDONE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', nan, nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE']"
608,"['TABLET CORE:', 'CELLULOSE', 'MICROCRYSTALLINE', 'COLLOIDAL ANHYDROUS SILICA', 'CROSPOVIDONE (TYPE A)', 'MACROGOL 6000', 'HYDROGENATED CASTOR OIL', 'FILM COATING:', 'HYDROXYPROPYLCELLULOSE (E463)', 'TITANIUM DIOXIDE (E171)', 'RED IRON OXIDE (E172)', 'TALC', 'PROPYLENE GLYCOL']","[2446, 1346, 2346, 2515, 1246, 388, 2231, 2731, 2206, 20, 1288, 941, 1218]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE', 'POLYETHYLENE GLYCOL', 'HYDROGENATED CASTOR OIL', nan, 'HYDROXYPROPYLCELLULOSE', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'TALC', 'PROPYLENE GLYCOL']"
618,"['TABLET CORE:', 'CELLULOSE', 'MICROCRYSTALLINE', 'COLLOIDAL ANHYDROUS SILICA', 'CROSPOVIDONE (TYPE A)', 'MACROGOL 6000', 'HYDROGENATED CASTOR OIL', 'FILM COATING:', 'HYDROXYPROPYLCELLULOSE (E463)', 'TITANIUM DIOXIDE (E171)', 'RED IRON OXIDE (E172)', 'TALC', 'PROPYLENE GLYCOL']","[2446, 1346, 2346, 2515, 1246, 388, 2231, 2731, 2206, 20, 1288, 941, 1218]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE', 'POLYETHYLENE GLYCOL', 'HYDROGENATED CASTOR OIL', nan, 'HYDROXYPROPYLCELLULOSE', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'TALC', 'PROPYLENE GLYCOL']"
796,"['TABLET CORE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'CELLULOSE', 'MICROCRYSTALLINE', 'SILICA', 'COLLOIDAL ANHYDROUS', 'TABLET COATING', 'MACROGOL 4', '000', 'POLY (VINYL ALCOHOL)– PARTIALLY HYDROLYSED', 'TALC', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE YELLOW (E172)']","[174, 399, 834, 1346, 2346, 987, 1828, 890, 763, None, 1291, 941, 20, 1125]","['CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL PART. HYDROLISED', 'TALC', 'TITANIUM DIOXIDE', 'IRON OXIDE']"
1026,"['POWDER', '1', '10-PHENANTHROLINE', 'GENTISIC ACID', 'MANNITOL (E421)', 'BUFFER', 'FORMIC ACID', 'SODIUM HYDROXIDE (E524)', 'WATER FOR INJECTIONS', 'AFTER RADIOLABELLING', 'THE SOLUTION OBTAINED ALSO CONTAINS', 'AS EXCIPIENT', 'HYDROCHLORIC ACID FROM THE', 'GENERATOR ELUATE.']","[412, 1124, 2461, 1170, 482, 2532, 1269, 760, 848, 1305, 2594, 2229, 1673, 1250]","[nan, nan, '10-PHENANTHROLINE', 'GENTISIC ACID', 'MANNITOL', nan, 'FORMIC ACID', 'SODIUM HYDROXIDE', 'WATER', nan, nan, nan, 'HYDROCHLORIC ACID', nan]"
1496,"['TABLET CORE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM OXIDE', 'SODIUM LAURYL SULFATE', 'HYDROXYPROPYLCELLULOSE', 'CARMELLOSE CALCIUM', 'MAGNESIUM STEARATE', 'FILM-COATING', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'TRIETHYL CITRATE', 'TALC', 'RED FERRIC OXIDE (E172)']","[174, 606, 154, 2444, 1792, 1474, 250, 834, 2402, 1308, 656, 2629, 941, 248]","[nan, 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM OXIDE', 'SODIUM LAURIL SULFATE', 'HYDROXYPROPYLCELLULOSE', 'CARMELLOSE CALCIUM', 'MAGNESIUM STEARATE', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'TRIETHYL CITRATE', 'TALC', 'IRON OXIDE']"
659,"['TABLET CORE', 'CELLULOSE MICROCRYSTALLINE', 'CROSPOVIDONE', 'POVIDONE', 'MAGNESIUM STEARATE', 'SILICA COLLOIDAL ANHYDROUS', 'COATING', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'MACROGOL', 'TALC', 'IRON OXIDE RED (E172)', 'IRON OXIDE BLACK (E172)', 'IRON OXIDE YELLOW (E172)']","[174, 1467, 839, 598, 834, 2627, 2256, 1308, 20, 761, 941, 2584, 2196, 1125]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSPOVIDONE', 'POVIDONE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE']"
661,"['TABLET CORE', 'CELLULOSE MICROCRYSTALLINE', 'CROSPOVIDONE', 'POVIDONE', 'MAGNESIUM STEARATE', 'SILICA COLLOIDAL ANHYDROUS', 'COATING', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'MACROGOL', 'TALC', 'IRON OXIDE RED (E172)', 'IRON OXIDE BLACK (E172)', 'IRON OXIDE YELLOW (E172)']","[174, 1467, 839, 598, 834, 2627, 2256, 1308, 20, 761, 941, 2584, 2196, 1125]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSPOVIDONE', 'POVIDONE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE']"
878,"['CAPSULE CONTENT', 'MACROGOLGLYCEROL HYDROXYSTEARATE', 'MACROGOL (4000)', 'CAPSULE SHELL', 'GELATIN', 'RED IRON OXIDE (E172)', 'YELLOW IRON OXIDE (E172)', 'TITANIUM DIOXIDE (E171)', 'POLYSORBATE 80', 'IMPRINTING INK', 'BLACK IRON OXIDE (E172)', 'SHELLAC', 'POTASSIUM HYDROXIDE']","[2422, 1773, 178, 574, 2474, 1288, 2221, 20, 706, 2093, 2384, 2177, 2107]","[nan, 'MACROGOLGLYCEROL HYDROXYSTEARATE', 'POLYETHYLENE GLYCOL', nan, 'GELATIN', 'IRON OXIDE', 'IRON OXIDE', 'TITANIUM DIOXIDE', 'POLYSORBATE', nan, 'IRON OXIDE', 'SHELLAC', 'POTASSIUM HYDROXIDE']"
985,"['TABLET CORE', 'MANNITOL (E421)', 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE (K29/32)', 'SODIUM STARCH GLYCOLLATE', 'MAGNESIUM STEARATE', 'TABLET COATING', 'POLY(VINYL) ALCOHOL – PARTIALLY HYDROLYSED', 'TITANIUM DIOXIDE', 'MACROGOL', 'TALC', 'IRON OXIDE BLACK', 'IRON OXIDE RED']","[174, 482, 154, 2436, 500, 834, 890, 1214, 656, 761, 941, 1670, 2120]","[nan, 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'SODIUM STARCH GLYCOLATE', 'MAGNESIUM STEARATE', nan, 'POLYVINYL ALCHOL PART. HYDROLISED', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'IRON OXIDE']"
214,"['SILODOSIN RECORDATI 4 MG AND 8 MG HARD CAPSULES', 'CAPSULE CONTENT', 'STARCH', 'PREGELATINISED (MAIZE)', 'MANNITOL (E421)', 'MAGNESIUM STEARATE', 'SODIUM LAURILSULFATE', '9', 'CAPSULE SHELL', 'GELATIN', 'TITANIUM DIOXIDE (E171)', 'YELLOW IRON OXIDE (E172) (4 MG CAPSULES ONLY)']","[1887, 2422, 2571, 520, 482, 834, 2505, 211, 574, 2474, 20, 1869]","[nan, nan, 'STARCH', 'PREGELATINISED STARCH', 'MANNITOL', 'MAGNESIUM STEARATE', 'SODIUM LAURIL SULFATE', nan, nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE']"
970,"['COTTON CANDY FLAVOURING', 'DISODIUM EDETATE', 'HYDROCHLORIC ACID', 'METHYL PARAHYDROXYBENZOATE (E218)', 'PROPYLENE GLYCOL', 'PROPYL PARAHYDROXYBENZOATE (E216)', 'SODIUM HYDROXIDE', 'SODIUM PHOSPHATE MONOBASIC HYDRATE', 'SUNSET YELLOW (E110)', 'PURIFIED WATER', 'XYLITOL (E967)']","[1750, 345, 2437, 283, 1218, 1128, 1643, 2159, 736, 1045, 605]","['FLAVOUR', 'DISODIUM EDETATE', 'HYDROCHLORIC ACID', 'METHYLPARAHYDROXYBENZOATE', 'PROPYLENE GLYCOL', 'PROPYL PARAHYDROXYBENZOATE', 'SODIUM HYDROXIDE', 'MONOSODIUM PHOSPHATE MONOHYDRATE', 'SUNSET YELLOW', 'WATER', 'XYLITOL']"
1076,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE (2910)', 'SODIUM LAURILSULFATE', 'MAGNESIUM STEARATE', 'FILM-COAT', 'MACROGOL (3350)', 'HYPROMELLOSE (2910)', 'TITANIUM DIOXIDE (E 171)', 'IRON OXIDE YELLOW (E 172)', '26']","[174, 154, 399, 2442, 271, 2505, 834, 2726, 2758, 271, 1417, 2236, 887]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'SODIUM LAURIL SULFATE', 'MAGNESIUM STEARATE', nan, 'POLYETHYLENE GLYCOL', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'IRON OXIDE', nan]"
1330,"['CAPSULE CONTENT', 'TARTARIC ACID', 'ACACIA', 'HYPROMELLOSE', 'DIMETICONE 350', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'CAPSULE SHELL', 'CARRAGEENAN', 'POTASSIUM CHLORIDE', 'TITANIUM DIOXIDE', 'HYPROMELLOSE', 'BLACK PRINTING INK', 'SHELLAC', 'IRON OXIDE BLACK', 'POTASSIUM HYDROXIDE']","[2422, 948, 1265, 1308, 541, 941, 1474, 574, 2312, 785, 656, 1308, 391, 2177, 1670, 2107]","[nan, 'TARTARIC ACID', 'ACACIA', 'HYPROMELLOSE', 'DIMETHICONE', 'TALC', 'HYDROXYPROPYLCELLULOSE', nan, 'CARRAGEENAN', 'POTASSIUM CHLORIDE', 'TITANIUM DIOXIDE', 'HYPROMELLOSE', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', 'POTASSIUM HYDROXIDE']"
898,"['MANNITOL', 'ASPARTAME (E951)', 'MAGNESIUM STEARATE', 'CROSPOVIDONE TYPE B', 'LACTOSE MONOHYDRATE', 'HYDROXYPROPYLCELLULOSE', 'LEMON FLAVOUR [FLAVOURING PREPARATION(S)', 'MALTODEXTRIN', 'SUCROSE', 'GUM ARABIC (E414)', 'GLYCERYL', 'TRIACETATE (E1518) AND ALPHA-TOCOPHEROL (E307)]']","[606, 744, 834, 2574, 2442, 1474, 2121, 824, 105, 711, 1069, 1213]","['MANNITOL', 'ASPARTAME', 'MAGNESIUM STEARATE', 'CROSPOVIDONE', 'LACTOSE MONOHYDRATE', 'HYDROXYPROPYLCELLULOSE', 'FLAVOUR', 'MALTODEXTRIN', 'SUCROSE', 'ACACIA', 'GLYCEROL', 'ALPHA-TOCOPHEROL']"
875,"['TABLET CORE', 'HYPROMELLOSE (E464)', 'MAIZE STARCH', 'CROSPOVIDONE (E1202)', 'POLOXAMER 407', 'LACTOSE MONOHYDRATE', 'COLLOIDAL ANHYDROUS SILICA', 'MAGNESIUM STEARATE (E572)', 'TABLET COAT', 'HYPROMELLOSE (E464)', 'MACROGOL 6000', 'TITANIUM DIOXIDE (E171)', 'CARNAUBA WAX (E903)']","[174, 795, 315, 2200, 2549, 2442, 2515, 205, 1167, 795, 388, 20, 521]","[nan, 'HYPROMELLOSE', 'MAIZE STARCH', 'CROSPOVIDONE', 'POLOXAMER', 'LACTOSE MONOHYDRATE', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', nan, 'HYPROMELLOSE', 'POLYETHYLENE GLYCOL', 'TITANIUM DIOXIDE', 'CARNAUBA WAX']"
913,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE (E460)', 'POVIDONE K29/32 (E1201)', 'SODIUM LAURYL SULFATE', 'SODIUM STEARYL FUMARATE', 'FILM COATING', 'POLY(VINYL ALCOHOL)', 'MACROGOL 3350', 'TALC (E553B)', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE RED (E172)', 'IRON OXIDE BLACK (E172)']","[174, 967, 1152, 1792, 1217, 2100, 2179, 2650, 982, 20, 2584, 2196]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'SODIUM LAURIL SULFATE', 'SODIUM STEARYL FUMARATE', nan, 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TALC', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE']"
1024,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE (E460)', 'POVIDONE K29/32 (E1201)', 'SODIUM LAURYL SULFATE', 'SODIUM STEARYL FUMARATE', 'FILM COATING', 'POLY(VINYL ALCOHOL)', 'MACROGOL 3350', 'TALC (E553B)', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE RED (E172)', 'IRON OXIDE BLACK (E172)']","[174, 967, 1152, 1792, 1217, 2100, 2179, 2650, 982, 20, 2584, 2196]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'SODIUM LAURIL SULFATE', 'SODIUM STEARYL FUMARATE', nan, 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TALC', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE']"
1464,"['27', 'TABLET CORE', 'PREGELATINIZED STARCH', 'CROSCARMELLOSE SODIUM', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STEARYL FUMARATE', 'STEARIC ACID', 'FILM COATING', 'HYPROMELLOSE 5 CP', 'TITANUM DIOXIDE (E171)', 'MACROGOL', 'INDIGO CARMINE ALUMINIUM LAKE (E132)']","[166, 174, 1747, 399, 2442, 154, 1217, 1399, 2100, 434, 1819, 761, 1786]","[nan, nan, 'PREGELATINISED STARCH', 'CROSCARMELLOSE SODIUM', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STEARYL FUMARATE', 'STEARIC ACID', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'INDIGO CARMINE']"
1498,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE (E460)', 'POVIDONE K29/32 (E1201)', 'SODIUM LAURYL SULFATE', 'SODIUM STEARYL FUMARATE', 'FILM COATING', 'POLY(VINYL ALCOHOL)', 'MACROGOL 3350', 'TALC (E553B)', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE RED (E172)', 'IRON OXIDE BLACK (E172)']","[174, 967, 1152, 1792, 1217, 2100, 2179, 2650, 982, 20, 2584, 2196]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'SODIUM LAURIL SULFATE', 'SODIUM STEARYL FUMARATE', nan, 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TALC', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE']"
543,"['TABLET CORE:', 'CELLULOSE MICROCRYSTALLINE', 'CROSPOVIDONE TYPE A', 'SILICA', 'COLLOIDAL ANHYDROUS', 'MAGNESIUM STEARATE', 'COATING:', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE', 'YELLOW (E172)', 'MACROGOL 4000', 'TALC', '18', 'MEDICINAL PRODUCT NO LONGER AUTHORISED']","[2446, 1467, 1937, 987, 1828, 834, 2287, 1308, 20, 1746, 1830, 2514, 941, 2117, 395]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSPOVIDONE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE', 'POLYETHYLENE GLYCOL', 'TALC', nan, nan]"
729,"['LACTOSE MONOHYDRATE', 'CELLULOSE', 'MICROCRYSTALLINE', 'POVIDONE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'RED IRON OXIDE (E172)', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'TALC', 'MACROGOL', 'SILICA', 'COLLOIDAL ANHYDROUS', '7', 'MEDICINAL PRODUCT NO LONGER AUTHORISED']","[2442, 1346, 2346, 598, 399, 834, 1288, 1308, 20, 941, 761, 987, 1828, 1363, 395]","['LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'IRON OXIDE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'TALC', 'POLYETHYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', nan, nan]"
