,Value_x,Value_z
1697,SUNSET YELLOW,SUNSET YELLOW FCF ALUMINIUM LAKE (E110) [ONLY PRASUGREL MYLAN 10 MG]
1698,SUNSET YELLOW,SUNSET YELLOW FCF ALUMINUM LAKE (E110)
1700,TALC,TALC
1701,TALC,TALC (E 553B)
1702,TALC,TALC (E533B)
1703,TALC,TALC (E553 B)
1704,TALC,TALC (E553)
1705,TALC,TALC (E553B)
1706,TALC,TALC (E553B);
1707,TALC,TALC(E553B)
1708,TALC,TALC.
1709,TARTARIC ACID,E334
1710,TARTARIC ACID,TARTARIC ACID
1711,TARTARIC ACID,TARTARIC ACID  (E334)
1712,TARTARIC ACID,TARTARIC ACID (E 334)
1713,TARTARIC ACID,TARTARIC ACID (E334)
1715,TARTRAZINE,(E102)
1716,TARTRAZINE,TARTRAZINE (E 102)
1717,TARTRAZINE,TARTRAZINE (E102)
1718,TARTRAZINE,TARTRAZINE ALUMINIUM LAKE (E102)
1719,THREONINE,THREONINE
1720,TITANIUM,TITANIUM
1721,TITANIUM DIOXIDE,ANATASE
1722,TITANIUM DIOXIDE,E171
1723,TITANIUM DIOXIDE,COLOUR COATED WITH A PIGMENT (TITANIUM DIOXIDE (E171)
1724,TITANIUM DIOXIDE,DIOXIDE (E171)
1725,TITANIUM DIOXIDE,DIOXIDE E171)
1726,TITANIUM DIOXIDE,(E171)
1727,TITANIUM DIOXIDE,TITANIUM  DIOXIDE  (E171)
1728,TITANIUM DIOXIDE,TITANIUM DIOXIDE
1729,TITANIUM DIOXIDE,TITANIUM DIOXIDE  (E 171)
1730,TITANIUM DIOXIDE,TITANIUM DIOXIDE (171)
1731,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E 171)
1733,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E171)
1734,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E-171)
1735,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E171).
1736,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E171);
1737,TITANIUM DIOXIDE,TITANIUM DIOXIDE E171
1739,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E172)
1740,TRANSLUCENT POLYETHYLENE BACKING FILM,TRANSLUCENT POLYETHYLENE BACKING FILM
1741,TRANSPARENT FLUOROPOLYMER COATED POLYESTER FILM,TRANSPARENT FLUOROPOLYMER COATED POLYESTER FILM.
1743,GLYCEROL TRIACETATE,TRIACETIN
1744,GLYCEROL TRIACETATE,TRIACETIN (E 1518)
1745,GLYCEROL TRIACETATE,TRIACETIN (E1518)
1746,GLYCEROL TRIACETATE,TRIACETIN 3
1747,TRIETHYL CITRATE,TRIETHYL CITRATE
1748,TRIETHYL CITRATE,TRIETHYL CITRATE (E1505)
1750,TRIETHYL CITRATE,TRIETHYL CITRATE.
1751,TRIOLEIN,TRIOLEIN
1752,TROLAMINE,TROLAMINE (FOR PH ADJUSTMENT)
1753,TROMETHANIME,TROMETAMOL (FOR PH ADJUSTMENT)
1754,TROMETHANIME,TROMETAMOL
1755,TROMETHANIME,TROMETAMOL (PH ADJUSTMENT)
1756,TYLOXAPOL,TYLOXAPOL
1757,VANILLIN,VANILLIN
1758,VANILLIN,VANILLIN.
1759,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,D-ALPHA TOCOPHERYL POLYETHYLENE GLYCOL 1000 SUCCINATE
1760,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,D-ALPHA TOCOPHERYL POLYETHYLENE GLYCOL 1000 SUCCINATE (TPGS)
1761,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,TOCOFERSOLAN
1764,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE
1766,WATER,DEIONISED WATER)
1767,WATER,CONTAINING PURIFIED WATER
1768,WATER,SOLVENT AMPOULE:  WATER FOR INJECTIONS
1769,WATER,PURIFIED WATER.
1770,WATER,PURIFIED WATER
1771,WATER,PURIFIED WATER;
1772,WATER,WATER
1773,WATER,WATER AND NATURAL AND ARTIFICIAL FLAVOURING)
1774,WATER,WATER FOR INJECTION
1775,WATER,WATER FOR INJECTION.
1776,WATER,WATER FOR INJECTIONS
1777,WATER,WATER FOR INJECTIONS.
1778,WATER,•  WATER FOR INJECTIONS
1779,WHITE WAX,WHITE BEESWAX
1780,WHITE WAX,WHITE WAX
1781,WHITE WAX,WHITE WAX.
1782,XANTHAN GUM,XANTHAN GUM
1783,XANTHAN GUM,XANTHAN GUM (E 415)
1784,XANTHAN GUM,XANTHAN GUM (E415)
1785,XYLITOL,XYLITOL
1786,XYLITOL,XYLITOL (E967)
1788,BLANK,SILICONIZED
1790,BLANK,ORAL SOLUTION CONTAINS:
1791,BLANK,OTHER EXCIPIENTS
1792,BLANK,OVERCOAT
1793,BLANK,PALONOSETRON SOFT CAPSULES
1794,BLANK,PARTLY HYDROLYSED
1795,BLANK,PATCH
1796,BLANK,SILODOSIN RECORDATI 4 MG AND 8 MG HARD CAPSULES
1797,BLANK,SILODYX 4 MG AND 8 MG HARD CAPSULES
1798,BLANK,SILVER FOIL
1800,BLANK,STEARATE.
1801,BLANK,TRIHYDRATE (E 262)
1802,BLANK,TRIMETHYLSILYL SILICATE)-COPOLYMERISATE
1804,BLANK,INNER SIDE SILICONIZED
1805,BLANK,INTERNAL DOC REF: V6.6
1806,BLANK,LIPOSOME FORMING LIPIDS
1807,BLANK,MIDDLE LAYER
1808,BLANK,PROTECTIVE LINER:  POLYESTER FILM COATED ON ONE SIDE WITH SILICONE.
1809,BLANK,PROTECTIVE RELEASE LINER
1810,BLANK,PURIFIED
1811,BLANK,BLEACHED DEWAXED
1813,BLANK,DE-WAXED) GLAZE 45%
1814,BLANK,DEXTRAN 40 FOR INJECTION
1815,BLANK,DEXTRIN
1817,BLANK,DOCUSATE SODIUM
1818,BLANK,ESTER TERMINATED 50:50 POLY D
1820,BLANK,GIOTRIF 30
1821,BLANK,GLYCERIDES
1822,BLANK,GLYCOLATE
1823,BLANK,HYDROXIDE 28%)
1824,BLANK,HYDROXY
1825,BLANK,I.E. ESSENTIALLY “SODIUM
1827,BLANK,LIQUID (NON-CRYSTALLISING)
1828,BLANK,LOW-SUBSTITUTED
1829,BLANK,LYRICA 25 MG
1830,BLANK,LYRICA 75 MG
1831,BLANK,MONOHYDRATE
1832,BLANK,MYLAN 25 MG HARD CAPSULES
1833,BLANK,MYLAN 7.5 MG HARD CAPSULES LENALIDOMIDE MYLAN 10 MG HARD CAPSULES LENALIDOMIDE MYLAN 25 MG
1834,BLANK,POLISHING AGENT
1835,BLANK,POLISHING AGENT:
1837,BLANK,POLY(BUTYLMETHACRYLATE
1838,BLANK,POLY(D
1839,BLANK,POLY(DIMETHYLSILOXANE
1840,BLANK,QTRILMET 1
1841,BLANK,2-DIPALMITOYL-SN-GLYCERO-3-
1842,BLANK,BLACK
1843,BLANK,BLUE
1844,BLANK,BROWN S-1-16530 OR 03A2 INKS CONTAINING:
1848,BLANK,BYLVAY 200 MCG AND 600 MCG HARD CAPSULES
1849,BLANK,BYLVAY 400 MCG AND 1 200 MCG HARD CAPSULES
1850,BLANK,CAPSULES BLACK INK COMPOSITION
1851,BLANK,EDOC-000593873- VERSION16.0
1852,BLANK,SPRAY DRIED
1853,BLANK,STANDARD (E904)
1854,BLANK,HYDROGENATED
1855,BLANK,POWDER
1856,BLANK,POWDER FOR ORAL SUSPENSION:
1857,BLANK,POWDER VIAL
1858,BLANK,POWDER VIAL:
1859,BLANK,POWDER:
1860,BLANK,PRADAXA POWDER FOR ORAL SOLUTION
1862,BLANK,PRE-FILLED SYRINGE OF POWDER
1863,BLANK,PRE-FILLED SYRINGE OF SOLVENT
1865,BLANK,PROPYLENE
1866,BLANK,SOFT CAPSULE CONTENT
1867,BLANK,SOFT CAPSULE SHELL
1868,BLANK,SOLVENT
1869,BLANK,SOLVENT BOTTLE
1870,BLANK,SOLVENT FOR PRADAXA ORAL SOLUTION
1871,BLANK,SOLVENT VIAL:
1872,BLANK,SOLVENT:
1873,BLANK,TRIGLYCERIDES
1874,BLANK,INK USED FOR IMPRINTING - BLACK S-1-17822/S-1-17823
1875,BLANK,CATHODE ELECTRODE:  LAYERS OF POLYISOBUTYLENE/SILVER CHLORIDE/CARBON BLACK COMPOSITE MATERIAL
1876,BLANK,CATHODE HYDROGEL:  PURIFIED WATER
1877,BLANK,COLLOIDAL
1878,BLANK,TYPE 2910)
1879,BLANK,TYPE A
1880,BLANK,TYPE B (E1202);
1881,BLANK,TYPEA
1883,BLANK,FLUOROPOLYMER-COATED
1885,BLANK,FOSVESET
1886,BLANK,FREE”.
1887,BLANK,GLYCOL)
1889,BLANK,GRANULE CORE
1890,BLANK,GRANULE CORES
1891,BLANK,GRANULES
1892,BLANK,GRANULES CORE
1893,BLANK,PREGABALIN ACCORD 25 MG/ 50 MG/ 150 MG HARD CAPSULES
1894,BLANK,PREGABALIN ACCORD 25 MG/ 50 MG/ 75 MG/ 100 MG/ 150 MG/ 200 MG/ 225 MG/ 300 MG HARD CAPSULES
1895,BLANK,PREGABALIN ACCORD 75 MG/ 100 MG/ 200 MG/ 225 MG/ 300 MG HARD CAPSULES
1896,BLANK,PREGABALIN PFIZER 25 MG
1897,BLANK,PREGABALIN PFIZER 75 MG
1898,BLANK,PREGABALIN SANDOZ 150 MG HARD CAPSULES
1899,BLANK,PREGABALIN SANDOZ 25
1900,BLANK,PREGABALIN SANDOZ 50 MG HARD CAPSULES
1901,BLANK,PREGABALIN SANDOZ 75
1902,BLANK,PREGABALIN SANDOZ GMBH 150 MG HARD CAPSULES
1903,BLANK,PREGABALIN SANDOZ GMBH 25
1904,BLANK,PREGABALIN SANDOZ GMBH 50 MG HARD CAPSULES
1905,BLANK,PREGABALIN SANDOZ GMBH 75
1906,BLANK,PREGABALIN ZENTIVA 100 MG
1907,BLANK,PREGABALIN ZENTIVA 25 MG
1908,BLANK,PREGABALIN ZENTIVA 75 MG
1909,BLANK,PREGABALIN ZENTIVA K.S. 100 MG HARD CAPSULES
1910,BLANK,PREGABALIN ZENTIVA K.S. 150 MG HARD CAPSULES
1911,BLANK,PREGABALIN ZENTIVA K.S. 200 MG HARD CAPSULES
1912,BLANK,PREGABALIN ZENTIVA K.S. 225 MG HARD CAPSULES
1913,BLANK,PREGABALIN ZENTIVA K.S. 300 MG HARD CAPSULES
1914,BLANK,PREGABALIN ZENTIVA K.S. 50 MG HARD CAPSULES
1915,BLANK,PREGABALIN ZENTIVA K.S. 75 MG HARD CAPSULES
1917,BLANK,(TYPE A)
1918,BLANK,* CONTAINS PHENYLALANINE EQUIVALENT TO 2.78 MG/5 ML OF SUSPENSION.
1919,BLANK,.ALPHA.-(1-OXOOCTADECYL)-.OMEGA.-
1920,BLANK,2-ETHANEDIYL)
1921,BLANK,ACID TERMINATED 50:50 POLY D
1922,BLANK,ACRYLATE COPOLYMER ADHESIVE
1925,BLANK,ALUMINIZED
1926,BLANK,AND IMPRINTED (PIGMENT RED 144
1927,BLANK,ANODE ELECTRODE:  LAYERS OF SILVER FOIL AND ELECTRICALLY CONDUCTIVE ADHESIVE TAPE
1929,BLANK,BACKING FILM
1930,BLANK,BACKING LAYER
1931,BLANK,BAND
1933,BLANK,CLEANSING GEL
1935,BLANK,COATING
1936,BLANK,COATING AGENT (BLUE) CONSISTING OF:
1937,BLANK,COATING AGENT (ORANGE) CONSISTING OF:
1938,BLANK,COATING AGENT (WHITE) CONSISTING OF:
1939,BLANK,COATING AGENT (YELLOW) CONSISTING OF:
1940,BLANK,COATING MATERIAL:
1941,BLANK,COATING:
1942,BLANK,CYMBALTA 30 MG
1943,BLANK,CYMBALTA 60 MG
1944,BLANK,AMLODIPINE/VALSARTAN MYLAN 10 MG/160 MG FILM-COATED TABLETS
1945,BLANK,AMLODIPINE/VALSARTAN MYLAN 5 MG/160 MG FILM-COATED TABLETS
1946,BLANK,AMLODIPINE/VALSARTAN MYLAN 5 MG/80 MG FILM-COATED TABLETS
1947,BLANK,ANAGRELIDE MYLAN 0.5 MG HARD CAPSULES
1948,BLANK,ANAGRELIDE MYLAN 1 MG HARD CAPSULES
1949,BLANK,AND ELECTRICALLY CONDUCTIVE ADHESIVE TAPE
1950,BLANK,ANHYDROUS
1951,BLANK,ANHYDROUS (E 1510)
1952,BLANK,ANHYDROUS (E 330)
1953,BLANK,ANHYDROUS (E1510)
1954,BLANK,ANHYDROUS (E221)
1955,BLANK,ANHYDROUS (E330)
1956,BLANK,ANHYDROUS (E339)
1957,BLANK,ANHYDROUS (E341)
1958,BLANK,ANHYDROUS (E551)).
1959,BLANK,ANHYDROUS.
1960,BLANK,ARIPIPRAZOLE ACCORD 10 MG/ 30 MG TABLETS
1961,BLANK,ARIPIPRAZOLE ACCORD 15 MG TABLETS
1962,BLANK,ARIPIPRAZOLE ACCORD 5 MG TABLETS
1963,BLANK,ARIPIPRAZOLE MYLAN PHARMA 10 MG TABLETS
1964,BLANK,ARIPIPRAZOLE MYLAN PHARMA 15 MG TABLETS
1965,BLANK,ARIPIPRAZOLE MYLAN PHARMA 30 MG TABLETS
1966,BLANK,ARIPIPRAZOLE MYLAN PHARMA 5 MG TABLETS
1967,BLANK,ARIPIPRAZOLE SANDOZ 10 MG TABLETS
1968,BLANK,ARIPIPRAZOLE SANDOZ 15 MG TABLETS
1969,BLANK,ARIPIPRAZOLE SANDOZ 20 MG TABLETS
1970,BLANK,ARIPIPRAZOLE SANDOZ 30 MG TABLETS
1971,BLANK,ARIPIPRAZOLE SANDOZ 5 MG TABLETS
1972,BLANK,AXURA 10 MG FILM-COATED TABLETS
1973,BLANK,AXURA 20 MG FILM-COATED TABLETS
1974,BLANK,AXURA 5 MG+10 MG+15 MG+20 MG FILM-COATED TABLETS
1975,BLANK,BARACLUDE 0.5 MG FILM-COATED TABLETS
1976,BLANK,BARACLUDE 1 MG FILM-COATED TABLETS
1977,BLANK,BETMIGA 25 MG PROLONGED-RELEASE TABLETS
1978,BLANK,BETMIGA 50 MG PROLONGED-RELEASE TABLETS
1980,BLANK,BRIVIACT 10 MG FILM-COATED TABLETS
1981,BLANK,BRIVIACT 100 MG FILM-COATED TABLETS
1982,BLANK,BRIVIACT 25 MG FILM-COATED TABLETS
1983,BLANK,BRIVIACT 50 MG FILM-COATED TABLETS
1984,BLANK,BRIVIACT 75 MG FILM-COATED TABLETS
1985,BLANK,CAP
1986,BLANK,CAP:
1987,BLANK,CAPECITABINE ACCORD 150 MG AND 500 MG FILM-COATED TABLETS
1988,BLANK,CAPECITABINE ACCORD 300 MG FILM-COATED TABLETS
1989,BLANK,CAPECITABINE MEDAC 150 MG FILM-COATED TABLETS
1990,BLANK,CAPECITABINE MEDAC 500 MG FILM-COATED TABLETS
1991,BLANK,CAPSULE
1992,BLANK,CAPSULE BAND
1993,BLANK,CAPSULE BODY
1994,BLANK,CAPSULE CAP
1995,BLANK,CAPSULE CAP AND BODY
1996,BLANK,CAPSULE CONTENT
1997,BLANK,CAPSULE CONTENT:
1998,BLANK,CAPSULE CONTENTS
1999,BLANK,CAPSULE CONTENTS (ENTERIC-COATED MICROTABLETS)
2001,BLANK,CAPSULE CONTENTS:
2002,BLANK,CAPSULE CORE
2003,BLANK,CAPSULE FILL
2004,BLANK,CAPSULE FILLING
2005,BLANK,CAPSULE FILLING:
2006,BLANK,CAPSULE IMPRINT
2007,BLANK,CAPSULE IMPRINT:
2009,BLANK,CAPSULE PRINT (BLACK INK)
2011,BLANK,CAPSULE SHELL
2012,BLANK,CAPSULE SHELL (1.5 MG CAPSULE)
2013,BLANK,CAPSULE SHELL (125 MG)
2014,BLANK,CAPSULE SHELL (3 MG CAPSULE)
2015,BLANK,CAPSULE SHELL (4.5 MG CAPSULE)
2016,BLANK,CAPSULE SHELL (6 MG CAPSULE)
2017,BLANK,CAPSULE SHELL BODY 150 MG
2018,BLANK,CAPSULE SHELL BODY 200 MG
2019,BLANK,CAPSULE SHELL BODY 300 MG
2020,BLANK,CAPSULE SHELL CAP 150 MG
2021,BLANK,CAPSULE SHELL CAP 200 MG
2022,BLANK,CAPSULE SHELL CAP 300 MG
2023,BLANK,CAPSULE SHELL OF ATAZANAVIR KRKA 150 MG HARD CAPSULES
2024,BLANK,CAPSULE SHELL OF ATAZANAVIR KRKA 200 MG HARD CAPSULES
2025,BLANK,CAPSULE SHELL OF ATAZANAVIR KRKA 300 MG HARD CAPSULES
2026,BLANK,CAPSULE SHELL ORPHACOL 250 MG CAPSULE:
2027,BLANK,CAPSULE SHELL ORPHACOL 50 MG CAPSULE:
2028,BLANK,CAPSULE SHELL:
2029,BLANK,CAPSULE SHELLS
2030,BLANK,CAPSULE SHELLS CONTAIN:
2031,BLANK,CAPSULES CONTAIN:
2032,BLANK,CAPSULES CONTENT
2033,BLANK,CAPSULES CONTENT:
2034,BLANK,CAPSULES SHELL
2035,BLANK,CAPSULES SHELL:
2036,BLANK,CAPSULESHELL:
2037,BLANK,CELLCEPT 1 G/5 ML POWDER FOR ORAL SUSPENSION
2038,BLANK,CELLCEPT CAPSULES
2039,BLANK,CELLCEPT TABLETS
2040,BLANK,CHEWABLE TABLET 100 MG
2041,BLANK,CHEWABLE TABLET 25 MG
2042,BLANK,CLOPIDOGREL/ACETYLSALICYLIC ACID MYLAN 75 MG/100 MG FILM-COATED TABLETS
2043,BLANK,CLOPIDOGREL/ACETYLSALICYLIC ACID MYLAN 75 MG/75 MG FILM-COATED TABLETS
2044,BLANK,CLOPIDOGREL/ACETYLSALICYLIC ACID ZENTIVA 75 MG/100 MG FILM-COATED TABLETS
2045,BLANK,CLOPIDOGREL/ACETYLSALICYLIC ACID ZENTIVA 75 MG/75 MG FILM-COATED TABLETS
2046,BLANK,DRUG-IN-ADHESIVE (DIA) MATRIX
2047,BLANK,DULOXETINE LILLY 30 MG
2048,BLANK,DULOXETINE LILLY 60 MG
2049,BLANK,DULOXETINE ZENTIVA 30 MG GASTRO-RESISTANT HARD CAPSULES
2050,BLANK,DULOXETINE ZENTIVA 60 MG GASTRO-RESISTANT HARD CAPSULES
2051,BLANK,EPIVIR 150 MG FILM-COATED TABLETS
2052,BLANK,EPIVIR 300 MG FILM-COATED TABLETS
2053,BLANK,FERRIPROX 1 000 MG FILM-COATED TABLETS
2054,BLANK,FERRIPROX 500 MG FILM-COATED TABLETS
2055,BLANK,GILENYA 0.25 MG HARD CAPSULES
2056,BLANK,GILENYA 0.5 MG HARD CAPSULES
2057,BLANK,GIOTRIF 20 MG FILM-COATED TABLETS
2058,BLANK,K-30
2059,BLANK,LACQUERED
2060,BLANK,LAKE
2061,BLANK,LATUDA 37 MG FILM-COATED TABLETS
2062,BLANK,LATUDA 74 MG FILM-COATED TABLETS
2063,BLANK,MEKINIST 0.5 MG FILM-COATED TABLETS
2064,BLANK,MEKINIST 2 MG FILM-COATED TABLETS
2065,BLANK,OLANZAPINE TEVA 15 MG FILM-COATED TABLETS
2066,BLANK,OLANZAPINE TEVA 2.5 MG/5 MG/7.5 MG/10 MG FILM-COATED TABLETS
2067,BLANK,OLANZAPINE TEVA 20 MG FILM-COATED TABLETS
2071,BLANK,ONGENTYS 25 MG HARD CAPSULES
2072,BLANK,ONGENTYS 50 MG HARD CAPSULES
2073,BLANK,ONGLYZA 2.5 MG FILM-COATED TABLETS
2074,BLANK,ONGLYZA 5 MG FILM-COATED TABLETS
2075,BLANK,ONTILYV 25 MG HARD CAPSULES
2076,BLANK,ONTILYV 50 MG HARD CAPSULES
2077,BLANK,ONUREG 200 MG TABLET COATING
2078,BLANK,ONUREG 300 MG TABLET COATING
2079,BLANK,PINK ACTIVE FILM-COATED TABLETS
2081,BLANK,PLENADREN 20 MG MODIFIED-RELEASE TABLETS
2082,BLANK,PLENADREN 5 MG MODIFIED-RELEASE TABLETS
2083,BLANK,PONVORY 10 MG FILM-COATED TABLETS
2084,BLANK,PONVORY 20 MG FILM-COATED TABLETS
2085,BLANK,PONVORY 3 MG FILM-COATED TABLETS
2086,BLANK,PONVORY 4 MG FILM-COATED TABLETS
2087,BLANK,PONVORY 5 MG FILM-COATED TABLETS
2088,BLANK,PONVORY 7 MG FILM-COATED TABLETS
2089,BLANK,PONVORY 8 MG FILM-COATED TABLETS
2090,BLANK,PONVORY 9 MG FILM-COATED TABLETS
2092,BLANK,PREZISTA 400 MG FILM-COATED TABLETS
2095,BLANK,PREZISTA 800 MG FILM-COATED TABLETS
2096,BLANK,QTRILMET 850 MG/2.5 MG/5 MG MODIFIED-RELEASE TABLETS
2097,BLANK,SCEMBLIX 20 MG AND 40 MG FILM-COATED TABLETS
2098,BLANK,SCEMBLIX 20 MG FILM-COATED TABLETS ONLY
2099,BLANK,SCEMBLIX 40 MG FILM-COATED TABLETS ONLY
2102,BLANK,SEGLUROMET 2.5 MG/850 MG FILM-COATED TABLETS AND SEGLUROMET 7.5 MG/850 MG FILM-COATED TABLETS
2103,BLANK,SELF ADHESIVE MATRIX DRUG LAYER
2104,BLANK,SELF ADHESIVE MATRIX LAYER
2107,BLANK,SIRTURO 100 MG TABLET
2108,BLANK,SIRTURO 20 MG TABLET
2109,BLANK,SITAGLIPTIN/METFORMIN HYDROCHLORIDE 50 MG/1
2110,BLANK,SITAGLIPTIN/METFORMIN HYDROCHLORIDE 50 MG/850 MG FILM-COATING TABLETS
2111,BLANK,SKILARENCE 120 MG GASTRO-RESISTANT TABLETS
2112,BLANK,SKILARENCE 30 MG AND 120 MG GASTRO-RESISTANT TABLETS
2113,BLANK,SKILARENCE 30 MG GASTRO-RESISTANT TABLETS
2114,BLANK,SLENYTO 1 MG PROLONGED-RELEASE TABLET
2115,BLANK,STARLIX 120 MG FILM-COATED TABLETS
2116,BLANK,STARLIX 180 MG FILM-COATED TABLETS
2117,BLANK,STARLIX 60 MG FILM-COATED TABLETS
2118,BLANK,STOCRIN 200 MG FILM-COATED TABLETS
2119,BLANK,STOCRIN 50 MG FILM-COATED TABLETS
2120,BLANK,STOCRIN 600 MG FILM-COATED TABLETS
2121,BLANK,SUNITINIB ACCORD 12.5 MG HARD C APSULES
2122,BLANK,SUNITINIB ACCORD 25 MG HARD C APSULES
2123,BLANK,SUNITINIB ACCORD 37.5 MG HARD C APSULES
2124,BLANK,SUNITINIB ACCORD 50 MG HARD C APSULES
2125,BLANK,SUSTAINED-RELEASE LAYER
2126,BLANK,SUSTIVA 100 MG HARD CAPSULES
2127,BLANK,SUSTIVA 200 MG HARD CAPSULES
2128,BLANK,SUSTIVA 50 MG HARD CAPSULES
2129,BLANK,SYNJARDY 12.5 MG/850 MG FILM-COATED TABLETS AND SYNJARDY 12.5 MG/1
2130,BLANK,SYNJARDY 5 MG/850 MG FILM-COATED TABLETS AND SYNJARDY 5 MG/1
2131,BLANK,SYNTHETIC
2132,BLANK,TABLET
2133,BLANK,TABLET AND FILM-COATED TABLET CONTENT
2134,BLANK,TABLET COAT
2135,BLANK,TABLET COAT (WHITE ACTIVE FILM-COATED TABLETS)
2136,BLANK,TABLET COAT FOR 10/20 MG FILM-COATED TABLETS:
2137,BLANK,TABLET COAT FOR 15 MG FILM-COATED TABLETS
2138,BLANK,TABLET COAT FOR 20 MG FILM-COATED TABLETS
2140,BLANK,TABLET COAT FOR 5 MG AND 10 MG FILM-COATED TABLETS
2142,BLANK,TABLET COAT FOR 5/10/15/20 MG FILM-COATED TABLETS:
2143,BLANK,TABLET COAT:
2144,BLANK,TABLET COATING
2145,BLANK,TABLET COATING (WHITE ACTIVE FILM-COATED TABLETS)
2146,BLANK,TABLET COATING (YELLOW PLACEBO FILM-COATED TABLETS)
2147,BLANK,TABLET COATING FOR 5/10/15/20 MG FILM-COATED TABLETS
2148,BLANK,TABLET CONTENT
2149,BLANK,TABLET CONTENTS:
2150,BLANK,TABLET CORE
2151,BLANK,TABLET CORE:
2152,BLANK,TABLET CORES
2153,BLANK,TABLET CORES FOR 10/20 MG FILM-COATED TABLETS:
2154,BLANK,TABLET CORES FOR 5
2155,BLANK,TABLET CORES FOR 5/10/15/20 MG FILM-COATED TABLETS
2156,BLANK,TABLET FILM COAT
2157,BLANK,TABLET FILM COAT (SYMKEVI 100 MG/150 MG FILM-COATED TABLETS)
2158,BLANK,TABLET FILM COAT (SYMKEVI 50 MG/75 MG FILM-COATED TABLETS)
2159,BLANK,TABLET FILM COATING
2160,BLANK,TABLET FILM-COAT
2161,BLANK,TABLET FILM-COAT:
2162,BLANK,TABLET FILM-COATING
2163,BLANK,TABLET POLISHING:
2164,BLANK,TABLET PRINTING
2165,BLANK,TABLET:
2166,BLANK,TABLETS’ CORE
2167,BLANK,TABRECTA 150 MG FILM-COATED TABLETS
2168,BLANK,TABRECTA 200 MG FILM-COATED TABLETS
2169,BLANK,TACFORIUS 0.5 MG / 1 MG / 3 MG PROLONGED-RELEASE HARD CAPSULES
2170,BLANK,TACFORIUS 5 MG PROLONGED-RELEASE HARD CAPSULES
2171,BLANK,TAMIFLU 30 MG HARD CAPSULES
2172,BLANK,TAMIFLU 45 MG HARD CAPSULES
2173,BLANK,TAMIFLU 75 MG HARD CAPSULES
2174,BLANK,TASIGNA 150 MG HARD CAPSULES
2175,BLANK,TASIGNA 200 MG HARD CAPSULES
2176,BLANK,TASIGNA 50 MG HARD CAPSULES
2177,BLANK,TECHNOLOGICAL AGENT (ON COATED GRANULES)
2178,BLANK,TEMOMEDAC 100 MG HARD CAPSULES
2179,BLANK,TEMOMEDAC 140 MG HARD CAPSULES
2180,BLANK,TEMOMEDAC 180 MG HARD CAPSULES
2181,BLANK,TEMOMEDAC 20 MG HARD CAPSULES
2182,BLANK,TEMOMEDAC 250 MG HARD CAPSULES
2183,BLANK,TEMOMEDAC 5 MG HARD CAPSULES
2184,BLANK,TEMOZOLOMIDE TEVA 100 MG HARD CAPSULES
2185,BLANK,TEMOZOLOMIDE TEVA 140 MG HARD CAPSULES
2186,BLANK,TEMOZOLOMIDE TEVA 180 MG HARD CAPSULES
2187,BLANK,TEMOZOLOMIDE TEVA 20 MG HARD CAPSULES
2188,BLANK,TEMOZOLOMIDE TEVA 250 MG HARD CAPSULES
2189,BLANK,TEMOZOLOMIDE TEVA 5 MG HARD CAPSULES
2190,BLANK,THE ORAL POWDER CONTAINS:
2192,BLANK,THE TABLET MAY ALSO CONTAIN TRACE AMOUNT OF CARNAUBA WAX.
2193,BLANK,THIRD LAYER
2194,BLANK,THIS MEDICINAL PRODUCT CONTAINS LESS THAN 1 MMOL SODIUM (23 MG) PER 100 ML VIAL
2195,BLANK,TOTAL SODIUM (AS NA)
2196,BLANK,VIZARSIN 25 MG ORODISPERSIBLE TABLETS
2197,BLANK,VIZARSIN 50 MG
2198,BLANK,VOKANAMET 150 MG/1
2199,BLANK,VOKANAMET 150 MG/850 MG FILM-COATED TABLETS
2200,BLANK,VOKANAMET 50 MG/1
2201,BLANK,VOKANAMET 50 MG/850 MG FILM-COATED TABLETS
2202,BLANK,VOLIBRIS 2.5 MG FILM-COATED TABLETS
2203,BLANK,VOLIBRIS 5 MG AND 10 MG FILM-COATED TABLETS
2204,BLANK,VOTRIENT 200 MG FILM-COATED TABLETS
2205,BLANK,VOTRIENT 400 MG FILM-COATED TABLETS
2207,BLANK,CONCENTRATE
2208,BLANK,CONCENTRATE VIAL:
2209,BLANK,CONCENTRATED
2210,BLANK,CONCENTRATED (FOR PH ADJUSTMENT)
2211,BLANK,CONCENTRATED (FOR PH-ADJUSTMENT)
2212,BLANK,CONCENTRATED (PH ADJUSTMENT)
2213,BLANK,CONSISTING OF:
2214,BLANK,COPALIA 10 MG/160 MG FILM-COATED TABLETS
2215,BLANK,COPALIA 5 MG/160 MG FILM-COATED TABLETS
2216,BLANK,COPALIA HCT 10 MG/160 MG/12.5 MG FILM-COATED TABLETS
